probe_id,queue_rank,anchor_type,anchor_id,trigger_id,probe_timeframe,pair_prior_score,pair_prior_bucket,profile_id,output_dir,status,primary_score,composite_score,score_basis,signal_count,best_expectancy_r,best_trades,best_win_rate,best_profit_factor,error
l3-001-rsi-mean-reversion-channel-reentry-m5,1,mean_reversion,RSI_MEAN_REVERSION,CHANNEL_REENTRY,M5,89.34,probe_now,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-001-rsi-mean-reversion-channel-reentry-m5,skipped_existing,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",729.0,-0.0869,713,0.3327,0.8826,
l3-002-toby-crabel-narrow-range-pmo-crossover-m5,2,compression,TOBY_CRABEL_NARROW_RANGE,PMO_CROSSOVER,M5,88.97,probe_now,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-002-toby-crabel-narrow-range-pmo-crossover-m5,skipped_existing,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",455.0,-0.1084,446,0.6611,0.7151,
l3-003-bbands-position-mean-reversion-channel-reentry-m5,3,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,CHANNEL_REENTRY,M5,88.57,probe_now,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-003-bbands-position-mean-reversion-channel-reentry-m5,skipped_existing,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",1236.0,-0.067,1207,0.6887,0.8054,
l3-004-kalman-velocity-confirm-pmo-crossover-m5,4,trend,KALMAN_VELOCITY_CONFIRM,PMO_CROSSOVER,M5,88.27,probe_now,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-004-kalman-velocity-confirm-pmo-crossover-m5,skipped_existing,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",115.0,-0.0751,109,0.348,0.9086,
l3-005-kalman-velocity-confirm-toby-crabel-narrow-range-m5,5,trend,KALMAN_VELOCITY_CONFIRM,TOBY_CRABEL_NARROW_RANGE,M5,87.82,probe_now,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-005-kalman-velocity-confirm-toby-crabel-narrow-range-m5,skipped_existing,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",688.0,-0.1555,685,0.6313,0.645,
l3-006-adx-pmo-crossover-m5,6,trend,ADX,PMO_CROSSOVER,M5,86.99,probe_now,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-006-adx-pmo-crossover-m5,skipped_existing,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",1926.0,-0.0785,1889,0.681,0.7804,
l3-007-toby-crabel-narrow-range-market-mode-transition-m15,7,compression,TOBY_CRABEL_NARROW_RANGE,MARKET_MODE_TRANSITION,M15,86.9,probe_now,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-007-toby-crabel-narrow-range-market-mode-transition-m15,skipped_existing,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",125.0,-0.1205,120,0.6483,0.8483,
l3-008-ma-slope-trend-pmo-crossover-m5,8,trend,MA_SLOPE_TREND,PMO_CROSSOVER,M5,86.73,probe_now,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-008-ma-slope-trend-pmo-crossover-m5,skipped_existing,60.5492,60.5492,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",48.0,0.385,48,0.2838,1.817,
l3-009-bollinger-keltner-squeeze-filter-pmo-crossover-m5,9,compression,BOLLINGER_KELTNER_SQUEEZE_FILTER,PMO_CROSSOVER,M5,86.54,probe_now,6a0f465e6007c16ad26e,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-009-bollinger-keltner-squeeze-filter-pmo-crossover-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",2776.0,-0.0921,2659,0.5017,0.8612,
l3-010-adx-toby-crabel-narrow-range-m5,10,trend,ADX,TOBY_CRABEL_NARROW_RANGE,M5,86.54,probe_now,6a0f4670c4f7bf036aca,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-010-adx-toby-crabel-narrow-range-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",1984.0,-0.0569,1955,0.6916,0.8337,
l3-011-toby-crabel-narrow-range-ttf-dsl-transition-m15,11,compression,TOBY_CRABEL_NARROW_RANGE,TTF_DSL_TRANSITION,M15,86.46,probe_now,6a0f467ef19ce7bb2746,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-011-toby-crabel-narrow-range-ttf-dsl-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",86.0,0.0133,82,0.7283,1.2435,
l3-012-ma-slope-trend-toby-crabel-narrow-range-m5,12,trend,MA_SLOPE_TREND,TOBY_CRABEL_NARROW_RANGE,M5,86.28,probe_now,6a0f468a515584738baf,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-012-ma-slope-trend-toby-crabel-narrow-range-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",41.0,-0.5236,41,0.3183,0.5985,
l3-013-kalman-velocity-confirm-market-mode-transition-m15,13,trend,KALMAN_VELOCITY_CONFIRM,MARKET_MODE_TRANSITION,M15,86.2,probe_now,6a0f469877d9cf0ee834,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-013-kalman-velocity-confirm-market-mode-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",225.0,-0.0419,218,0.7054,0.8904,
l3-014-bollinger-keltner-squeeze-filter-toby-crabel-narrow-range-m5,14,compression,BOLLINGER_KELTNER_SQUEEZE_FILTER,TOBY_CRABEL_NARROW_RANGE,M5,86.09,probe_now,6a0f46a3ec0a311e9196,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-014-bollinger-keltner-squeeze-filter-toby-crabel-narrow-range-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",3090.0,-0.0607,2898,0.5,0.9061,
l3-015-kalman-velocity-confirm-ttf-dsl-transition-m15,15,trend,KALMAN_VELOCITY_CONFIRM,TTF_DSL_TRANSITION,M15,85.76,probe_now,6a0f46b645c03d13ca47,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-015-kalman-velocity-confirm-ttf-dsl-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",166.0,-0.0315,162,0.7214,0.9335,
l3-016-rsi-mean-reversion-channel-reentry-m15,16,mean_reversion,RSI_MEAN_REVERSION,CHANNEL_REENTRY,M15,85.34,probe_now,6a0f46c1a52f646fbe90,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-016-rsi-mean-reversion-channel-reentry-m15,ok,41.462,41.462,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",220.0,0.0887,214,0.2946,1.1254,
l3-017-toby-crabel-narrow-range-pmo-crossover-m15,17,compression,TOBY_CRABEL_NARROW_RANGE,PMO_CROSSOVER,M15,84.97,probe_now,6a0f46ce5a26171165a9,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-017-toby-crabel-narrow-range-pmo-crossover-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",156.0,-0.1115,155,0.4054,0.8598,
l3-018-adx-market-mode-transition-m15,18,trend,ADX,MARKET_MODE_TRANSITION,M15,84.92,probe_now,6a0f46d9adee01f6d385,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-018-adx-market-mode-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",866.0,-0.0218,838,0.7188,0.9531,
l3-019-ma-slope-trend-market-mode-transition-m15,19,trend,MA_SLOPE_TREND,MARKET_MODE_TRANSITION,M15,84.66,probe_now,6a0f46eabd31a33ec4eb,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-019-ma-slope-trend-market-mode-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",126.0,0.0257,122,0.7631,1.9504,
l3-020-bbands-position-mean-reversion-channel-reentry-m15,20,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,CHANNEL_REENTRY,M15,84.57,probe_now,6a0f46fbac0b3bc8bdc4,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-020-bbands-position-mean-reversion-channel-reentry-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",416.0,0.0408,403,0.2936,1.0773,
l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15,21,compression,TOBY_CRABEL_NARROW_RANGE,WAVETREND_CROSSOVER,M15,84.53,probe_now,6a0f4705b4c327dc952b,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",55.0,-0.1404,55,0.5753,0.6986,
l3-022-adx-ttf-dsl-transition-m15,22,trend,ADX,TTF_DSL_TRANSITION,M15,84.48,probe_now,6a0f470fb74bc159e633,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-022-adx-ttf-dsl-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",745.0,-0.0379,710,0.4071,0.951,
l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15,23,compression,BOLLINGER_KELTNER_SQUEEZE_FILTER,MARKET_MODE_TRANSITION,M15,84.47,probe_now,6a0f4722055b78712cba,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",429.0,-0.1528,415,0.6314,0.6793,
l3-024-kalman-velocity-confirm-pmo-crossover-m15,24,trend,KALMAN_VELOCITY_CONFIRM,PMO_CROSSOVER,M15,84.27,probe_now,6a0f472c0a5538638b73,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-024-kalman-velocity-confirm-pmo-crossover-m15,ok,67.0715,67.0715,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",48.0,0.6257,44,0.3933,2.4589,
l3-025-toby-crabel-narrow-range-key-reversal-signal-m15,25,compression,TOBY_CRABEL_NARROW_RANGE,KEY_REVERSAL_SIGNAL,M15,84.19,probe_now,6a0f47375a06ea763b7b,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-025-toby-crabel-narrow-range-key-reversal-signal-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",131.0,-0.1345,124,0.2813,0.8669,
l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15,26,compression,BOLLINGER_KELTNER_SQUEEZE_FILTER,TTF_DSL_TRANSITION,M15,84.03,probe_now,6a0f4742a910c0431811,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",269.0,0.0187,256,0.4475,1.0714,
l3-027-toby-crabel-narrow-range-candle-direction-index-m5,27,compression,TOBY_CRABEL_NARROW_RANGE,CANDLE_DIRECTION_INDEX,M5,83.54,probe_now,6a0f474e275835d935d3,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-027-toby-crabel-narrow-range-candle-direction-index-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",4.0,2.381,3,1.0,,
l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5,28,compression,TOBY_CRABEL_NARROW_RANGE,NVO_VOLUME_IMPULSE,M5,83.43,probe_now,6a0f475ae1af2cfdacee,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",138.0,-0.0584,136,0.6558,0.9607,
l3-029-rolling-volume-profile-context-channel-reentry-m5,29,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,CHANNEL_REENTRY,M5,83.38,probe_now,6a0f4767c2ca0f002654,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-029-rolling-volume-profile-context-channel-reentry-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",480.0,-0.0234,469,0.7064,0.955,
l3-030-bbands-position-mean-reversion-rsi-crossback-m5,30,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,RSI_CROSSBACK,M5,83.3,probe_now,6a0f47779ae71ff515aa,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-030-bbands-position-mean-reversion-rsi-crossback-m5,ok,69.4983,69.4983,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",136.0,0.2681,128,0.4036,1.5094,
l3-031-rolling-volume-profile-context-pmo-crossover-m5,31,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,PMO_CROSSOVER,M5,82.7,probe_now,6a0f478497029742c083,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-031-rolling-volume-profile-context-pmo-crossover-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",1360.0,-0.0858,1304,0.4999,0.8748,
l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5,32,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,TOBY_CRABEL_NARROW_RANGE,M5,82.25,probe_now,6a0f479589b2c056d3aa,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",1726.0,-0.0017,1651,0.5,1.0004,
l3-033-rsi-mean-reversion-pmo-crossover-m5,33,mean_reversion,RSI_MEAN_REVERSION,PMO_CROSSOVER,M5,80.65,probe_now,6a0f47a6790483853a4f,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-033-rsi-mean-reversion-pmo-crossover-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",12.0,-0.1875,12,0.0,0.0,
l3-034-rolling-volume-profile-context-market-mode-transition-m15,34,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,MARKET_MODE_TRANSITION,M15,80.63,probe_now,6a0f47b3b6e3f3fd441b,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-034-rolling-volume-profile-context-market-mode-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",273.0,-0.0954,271,0.6626,0.7722,
l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5,35,mean_reversion,RSI_MEAN_REVERSION,TOBY_CRABEL_NARROW_RANGE,M5,80.2,probe_now,6a0f47bdae60a9513c41,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5,ok,73.3871,73.3871,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",53.0,1.0446,53,0.4558,2.7451,
l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15,36,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,TTF_DSL_TRANSITION,M15,80.19,probe_now,6a0f47ca69a50edbb835,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",148.0,0.0376,146,0.3762,1.1161,
l3-037-rsi-mean-reversion-wick-rejection-m5,37,mean_reversion,RSI_MEAN_REVERSION,WICK_REJECTION,M5,80.02,probe_now,6a0f47d5be4a553ec09d,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-037-rsi-mean-reversion-wick-rejection-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",334.0,-0.0324,326,0.2748,0.9703,
l3-038-bbands-position-mean-reversion-pmo-crossover-m5,38,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,PMO_CROSSOVER,M5,79.88,probe_now,6a0f47e139e6648eea58,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-038-bbands-position-mean-reversion-pmo-crossover-m5,ok,64.4568,64.4568,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",19.0,0.5098,19,0.4506,2.3158,
l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5,39,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,TOBY_CRABEL_NARROW_RANGE,M5,79.44,probe_now,6a0f47ef83cf5427573c,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",159.0,0.1095,155,0.3351,1.1675,
l3-040-rsi-mean-reversion-ma-crossover-m15,40,mean_reversion,RSI_MEAN_REVERSION,MA_CROSSOVER,M15,79.41,probe_now,6a0f47fdb221b5a8bc71,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-040-rsi-mean-reversion-ma-crossover-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",11.0,-0.1893,11,0.6786,1.5114,
l3-041-rolling-volume-profile-context-channel-reentry-m15,41,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,CHANNEL_REENTRY,M15,79.38,probe_now,6a0f48092a91b1b71d80,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-041-rolling-volume-profile-context-channel-reentry-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",108.0,-0.0417,104,0.666,0.9722,
l3-042-bbands-position-mean-reversion-rsi-crossback-m15,42,mean_reversion,BBANDS_POSITION_MEAN_REVERSION,RSI_CROSSBACK,M15,79.3,probe_now,6a0f4816b4f14348b58e,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-042-bbands-position-mean-reversion-rsi-crossback-m15,ok,64.5931,64.5931,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",52.0,0.325,52,0.3875,1.576,
l3-043-rolling-volume-profile-context-pmo-crossover-m15,43,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,PMO_CROSSOVER,M15,78.7,probe_now,6a0f4822299fa66172b7,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-043-rolling-volume-profile-context-pmo-crossover-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",416.0,-0.0475,397,0.5184,0.927,
l3-044-rolling-volume-profile-context-ma-crossover-m15,44,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,MA_CROSSOVER,M15,78.26,probe_now,6a0f482edbea0a21ae03,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-044-rolling-volume-profile-context-ma-crossover-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",195.0,0.0147,191,0.7431,1.0961,
l3-045-rolling-volume-profile-context-wavetrend-crossover-m15,45,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,WAVETREND_CROSSOVER,M15,78.26,probe_now,6a0f483a41ed34e62d01,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-045-rolling-volume-profile-context-wavetrend-crossover-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",24.0,0.1979,24,0.25,0.4014,
l3-046-rolling-volume-profile-context-toby-crabel-narrow-range-m15,46,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,TOBY_CRABEL_NARROW_RANGE,M15,78.25,probe_now,6a0f4845973ebeffe947,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-046-rolling-volume-profile-context-toby-crabel-narrow-range-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",716.0,-0.0394,706,0.7071,0.939,
l3-047-rolling-volume-profile-context-rsi-crossback-m5,47,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,RSI_CROSSBACK,M5,78.12,probe_now,6a0f485100fba09f6d9f,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-047-rolling-volume-profile-context-rsi-crossback-m5,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",90.0,-0.0372,90,0.7264,0.9806,
l3-048-rolling-volume-profile-context-key-reversal-signal-m15,48,profile_value,ROLLING_VOLUME_PROFILE_CONTEXT,KEY_REVERSAL_SIGNAL,M15,77.92,probe_now,6a0f485f17c734b73f9a,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-atlas\probe-results\l3-048-rolling-volume-profile-context-key-reversal-signal-m15,ok,0.0,0.0,"score_lab_v2_5_3:required_weighted_geometric_mean(proof 1.0x, edge 0.9x, ride 1.7x, stability 1.0x, viability 1.35x); missing mandatory axes score as zero",260.0,-0.0674,252,0.6912,0.8095,
