side,indicator_id,signal_role,strategy_role,namespace,tested_count,positive_count,strong_count,best_score,avg_positive_score,top_partners,top_partner_strategy_roles,top_timeframes,top_lanes
first,RSI_CROSSBACK,trigger,mean-reversion,Signals,172,27,7,78.3601,63.2859,"TOBY_CRABEL_NARROW_RANGE,WILLR_MEAN_REVERSION,BOLLINGER_KELTNER_SQUEEZE_FILTER,CANDLE_DIRECTION_INDEX,STOCHF_TREND,OBV_TREND,TRENDFLEX_CONFIRM,PMO_CROSSOVER","confirm,mean-reversion,trend,filter,unknown","M5,M15",proven_neighbor
first,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,Signals,164,27,10,78.3601,65.2789,"RSI_CROSSBACK,CHANNEL_REENTRY,ULTOSC_MEAN_REVERSION,RSI_MEAN_REVERSION,WEIS_WAVE_FORCE_MEAN_REVERSION,STOCH_MEAN_REVERSION,MA_SLOPE_MEAN_REVERSION,WAVETREND_CROSSOVER","mean-reversion,confirm,unknown,trend","M15,M5",proven_neighbor
first,CHANNEL_REENTRY,trigger,mean-reversion,Signals,172,23,9,76.8543,64.518,"MACD_CROSSOVER,THRUST_BAR_SIGNAL,TOBY_CRABEL_NARROW_RANGE,WAVETREND_CROSSOVER,MARKET_MODE_TRANSITION,OBV_TREND,NVO_VOLUME_IMPULSE,CANDLE_DIRECTION_INDEX","confirm,trend,unknown,mean-reversion,breakout,filter","M5,M15","wild_diversity,proven_neighbor"
first,MACD_CROSSOVER,trigger,,Signals,172,18,3,76.8543,62.7293,"CHANNEL_REENTRY,CMO_MEAN_REVERSION,MA_SLOPE_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,ROOFING_FILTER_CONFIRM,RSI_CROSSBACK,MFI_MEAN_REVERSION,OBV_MEAN_REVERSION","mean-reversion,confirm","M15,M5","wild_diversity,proven_neighbor"
first,CMO_MEAN_REVERSION,setup,mean-reversion,Momentum,172,30,6,76.6993,63.3476,"STOCHF_TREND,CANDLE_DIRECTION_INDEX,MACD_CROSSOVER,PMO_CROSSOVER,ATR_STEP_TREND_FILTER,WEIS_WAVE_FORCE_TREND,KST_CROSSOVER,STOCH_TREND","trend,confirm,filter,unknown,breakout","M5,M15","plausible_novel,wild_diversity,proven_neighbor"
first,STOCHF_TREND,setup,trend,Momentum,172,10,5,76.6993,66.2329,"CMO_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,RSI_CROSSBACK,MFI_MEAN_REVERSION,MA_SLOPE_MEAN_REVERSION,MOM_MEAN_REVERSION,CHANNEL_REENTRY",mean-reversion,"M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,VQI_DIRECTIONAL_QUALITY,filter,filter,Volatility,172,2,1,76.5771,68.7179,"WILLR_MEAN_REVERSION,RSI_MEAN_REVERSION",mean-reversion,"M5,M15","plausible_novel,proven_neighbor"
first,WILLR_MEAN_REVERSION,setup,mean-reversion,Momentum,172,22,5,76.5771,63.4932,"VQI_DIRECTIONAL_QUALITY,RSI_CROSSBACK,PMO_CROSSOVER,KST_CROSSOVER,OBV_TREND,CHAIKIN_AD_TREND,SAR_TREND,TRENDFLEX_CONFIRM","confirm,trend,filter,mean-reversion","M15,M5","wild_diversity,plausible_novel,proven_neighbor"
first,BOLLINGER_KELTNER_SQUEEZE_RELEASE,trigger,breakout,Signals,172,12,5,76.2815,66.2444,"OBV_MEAN_REVERSION,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION,SAR_MEAN_REVERSION,MA_DISTANCE_MEAN_REVERSION,ROOFING_FILTER_MEAN_REVERSION,MA_CROSSOVER,MOM_MEAN_REVERSION","mean-reversion,unknown","M15,M5","wild_diversity,under_tested_role_correct"
first,OBV_MEAN_REVERSION,context,mean-reversion,Volume,172,16,2,76.2815,62.736,"BOLLINGER_KELTNER_SQUEEZE_RELEASE,PLUS_DI_TREND,THRUST_BAR_SIGNAL,WEIS_WAVE_FORCE_TREND,NVO_VOLUME_IMPULSE,BREAKOUT_FIRST_CLOSE,MFI_TREND,DONCHIAN_CHANNEL_BREAKOUT","breakout,trend,confirm,filter","M15,M5","plausible_novel,wild_diversity"
first,THRUST_BAR_SIGNAL,trigger,confirm,Signals,172,19,3,75.8283,60.0951,"CHANNEL_REENTRY,MFI_MEAN_REVERSION,AROON_MEAN_REVERSION,SAR_MEAN_REVERSION,ROLLING_VOLUME_PROFILE_CONTEXT,MA_DISTANCE_MEAN_REVERSION,CCI_MEAN_REVERSION,MARKET_MODE_TRANSITION","mean-reversion,confirm,filter,trend","M5,M15","wild_diversity,proven_neighbor"
first,MARKET_MODE_TRANSITION,trigger,confirm,Signals,172,22,10,75.5434,66.7295,"MA_SPREAD_MEAN_REVERSION,WEIS_WAVE_FORCE_TREND,CHANNEL_REENTRY,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,STOCH_MEAN_REVERSION,ULTOSC_MEAN_REVERSION,BUFFERED_RANGE_BREAKOUT_SIGNAL,STOCHF_MEAN_REVERSION","mean-reversion,trend,breakout,confirm,unknown","M15,M5",wild_diversity
first,WAVETREND_CROSSOVER,trigger,confirm,Signals,172,28,6,75.2125,63.1739,"CHANNEL_REENTRY,STOCHF_MEAN_REVERSION,RSI_MEAN_REVERSION,TOBY_CRABEL_NARROW_RANGE,NVO_VOLUME_IMPULSE,STOCH_MEAN_REVERSION,STOCHRSI_MEAN_REVERSION,KELTNER_CHANNEL_BREAKOUT","mean-reversion,confirm,trend,breakout,filter","M15,M5","wild_diversity,proven_neighbor,under_tested_role_correct"
first,WEIS_WAVE_FORCE_TREND,context,trend,Volume,172,24,2,75.147,61.7,"MARKET_MODE_TRANSITION,PLUS_DI_MEAN_REVERSION,CMO_MEAN_REVERSION,STOCHRSI_MEAN_REVERSION,CCI_MEAN_REVERSION,MOM_MEAN_REVERSION,ADOSC_MEAN_REVERSION,STOCHRSI_CROSSBACK","mean-reversion,confirm,filter","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,PLUS_DI_MEAN_REVERSION,context,mean-reversion,Trend,172,27,6,74.8644,62.5327,"MARKET_MODE_TRANSITION,WEIS_WAVE_FORCE_TREND,PRICE_RECLAIM_MA,PMO_CROSSOVER,TRENDFLEX_CONFIRM,KALMAN_VELOCITY_CONFIRM,NVO_VOLUME_IMPULSE,ROLLING_VOLUME_PROFILE_CONTEXT","confirm,trend,filter,mean-reversion,breakout,unknown","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,MFI_MEAN_REVERSION,setup,mean-reversion,Volume,172,26,5,74.7918,61.3307,"NVO_VOLUME_IMPULSE,PMO_CROSSOVER,THRUST_BAR_SIGNAL,STOCHF_TREND,STOCH_TREND,WILLR_TREND,SPEARMAN_RANK_CORRELATION,KEY_REVERSAL_SIGNAL","confirm,trend,unknown,breakout,filter","M15,M5","plausible_novel,proven_neighbor,wild_diversity"
first,NVO_VOLUME_IMPULSE,trigger,confirm,Volume,172,22,3,74.7918,62.5466,"MFI_MEAN_REVERSION,CHANNEL_REENTRY,WAVETREND_CROSSOVER,PLUS_DI_MEAN_REVERSION,MINUS_DI_TREND,CMO_MEAN_REVERSION,STOCHF_MEAN_REVERSION,MA_SLOPE_MEAN_REVERSION","mean-reversion,confirm,trend","M5,M15","wild_diversity,under_tested_role_correct"
first,KST_CROSSOVER,trigger,confirm,Signals,172,24,5,74.7726,62.0817,"ULTOSC_MEAN_REVERSION,RSI_MEAN_REVERSION,WILLR_MEAN_REVERSION,MOM_MEAN_REVERSION,CMO_MEAN_REVERSION,KELTNER_CHANNEL_MEAN_REVERSION,AROON_MEAN_REVERSION,WAVETREND_CROSSOVER","mean-reversion,confirm,unknown,filter,trend","M15,M5","wild_diversity,proven_neighbor,under_tested_role_correct"
first,ULTOSC_MEAN_REVERSION,setup,mean-reversion,Momentum,172,22,3,74.7726,61.0435,"KST_CROSSOVER,TOBY_CRABEL_NARROW_RANGE,MARKET_MODE_TRANSITION,ROOFING_FILTER_CONFIRM,TRENDFLEX_CONFIRM,WEIS_WAVE_FORCE_TREND,ROLLING_VOLUME_PROFILE_CONTEXT,PRICE_RECLAIM_MA","confirm,trend,filter,unknown,mean-reversion","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,MA_SPREAD_MEAN_REVERSION,context,mean-reversion,Trend,172,18,2,74.6809,61.911,"PMO_CROSSOVER,BBANDS_POSITION_TREND,MARKET_MODE_TRANSITION,MACD_CROSSOVER,AROON_TREND,WEIS_WAVE_FORCE_TREND,ULTOSC_TREND,CCI_TREND","trend,confirm,breakout,unknown,filter","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,Volatility,166,16,3,74.5233,62.6252,"EHLERS_FISHER_TRANSITION,ROOFING_FILTER_CONFIRM,STOCHRSI_CROSSBACK,MFI_TREND,CANDLE_DIRECTION_INDEX,TOBY_CRABEL_NARROW_RANGE,SAR_TREND,EHLERS_FISHER_STATE_FILTER","confirm,trend,mean-reversion,filter","M15,M5",proven_neighbor
first,EHLERS_FISHER_TRANSITION,trigger,confirm,Signals,172,9,2,74.5233,64.8855,"BBANDS_POSITION_MEAN_REVERSION,CCI_MEAN_REVERSION,RSI_MEAN_REVERSION,STOCHF_MEAN_REVERSION,MA_CROSSOVER,STOCH_TREND,PLUS_DI_MEAN_REVERSION,CANDLE_DIRECTION_INDEX","mean-reversion,unknown,trend,confirm","M15,M5","wild_diversity,proven_neighbor,under_tested_role_correct"
first,PRICE_RECLAIM_MA,trigger,confirm,Signals,172,10,1,74.4479,57.5643,"TTF_DSL_TRANSITION,ULTOSC_MEAN_REVERSION,MINUS_DI_TREND,RSI_CROSSBACK,RSI_TREND,TRENDFLEX_CONFIRM,MFI_TREND,AROON_TREND","confirm,trend,mean-reversion,breakout","M15,M5","wild_diversity,proven_neighbor,under_tested_role_correct"
first,TTF_DSL_TRANSITION,trigger,confirm,Signals,172,8,1,74.4479,61.1186,"PRICE_RECLAIM_MA,PLUS_DI_TREND,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,WEIS_WAVE_FORCE_TREND,AROON_MEAN_REVERSION,NVO_VOLUME_IMPULSE,CANDLE_DIRECTION_INDEX,GARCH_VOLATILITY_REGIME","confirm,trend,mean-reversion,filter","M15,M5",wild_diversity
first,CANDLE_DIRECTION_INDEX,trigger,confirm,Signals,172,20,4,74.3933,61.651,"CMO_MEAN_REVERSION,AROON_MEAN_REVERSION,RSI_CROSSBACK,CHANNEL_REENTRY,CCI_MEAN_REVERSION,BBANDS_POSITION_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,CHAIKIN_AD_MEAN_REVERSION","mean-reversion,confirm,filter,trend","M5,M15","wild_diversity,proven_neighbor,under_tested_role_correct"
first,PMO_CROSSOVER,trigger,confirm,Signals,172,24,6,74.303,63.4254,"TRENDFLEX_CONFIRM,MFI_MEAN_REVERSION,WILLR_MEAN_REVERSION,MOM_MEAN_REVERSION,STOCHF_MEAN_REVERSION,CMO_MEAN_REVERSION,RSI_CROSSBACK,KALMAN_VELOCITY_CONFIRM","mean-reversion,confirm,trend,filter","M15,M5",proven_neighbor
first,TRENDFLEX_CONFIRM,setup,confirm,Trend,172,19,2,74.303,61.8837,"PMO_CROSSOVER,RSI_CROSSBACK,MA_SLOPE_MEAN_REVERSION,PLUS_DI_MEAN_REVERSION,WILLR_MEAN_REVERSION,ULTOSC_MEAN_REVERSION,AROON_MEAN_REVERSION,MFI_MEAN_REVERSION","mean-reversion,confirm,filter,trend","M15,M5","wild_diversity,plausible_novel,proven_neighbor"
first,WICK_REJECTION,trigger,mean-reversion,Patterns,172,10,2,74.2706,60.6327,"PLUS_DI_MEAN_REVERSION,RSI_MEAN_REVERSION,RSI_CROSSBACK,CHANNEL_REENTRY,WAVETREND_CROSSOVER,NVO_VOLUME_IMPULSE,MINUS_DI_TREND,BBANDS_POSITION_MEAN_REVERSION","mean-reversion,confirm,trend","M15,M5","wild_diversity,proven_neighbor,under_tested_role_correct"
first,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,setup,mean-reversion,Momentum,172,17,4,73.8841,64.8869,"MARKET_MODE_TRANSITION,BOLLINGER_KELTNER_SQUEEZE_RELEASE,DONCHIAN_CHANNEL_BREAKOUT,BREAKOUT_FIRST_CLOSE,MFI_TREND,CCI_TREND,TTF_DSL_TRANSITION,AROON_TREND","breakout,trend,confirm,filter,unknown","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,MINUS_DI_TREND,context,trend,Trend,172,13,1,73.7761,59.9856,"MA_DISTANCE_MEAN_REVERSION,WEIS_WAVE_FORCE_MEAN_REVERSION,AROON_MEAN_REVERSION,KELTNER_CHANNEL_MEAN_REVERSION,PLUS_DI_TREND,MOM_MEAN_REVERSION,BBANDS_POSITION_MEAN_REVERSION,BUFFERED_RANGE_BREAKOUT_SIGNAL","mean-reversion,trend,breakout,confirm","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,OBV_TREND,context,trend,Volume,172,15,3,73.6155,64.3622,"CHANNEL_REENTRY,WILLR_MEAN_REVERSION,RSI_CROSSBACK,STOCH_MEAN_REVERSION,STOCHF_MEAN_REVERSION,RSI_MEAN_REVERSION,CMO_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION","mean-reversion,filter","M5,M15","plausible_novel,proven_neighbor,wild_diversity"
first,BBANDS_POSITION_TREND,setup,trend,Volatility,172,9,3,73.544,63.7678,"ADOSC_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION,CHAIKIN_AD_MEAN_REVERSION,ROLLING_VOLUME_PROFILE_CONTEXT,OBV_MEAN_REVERSION,SAR_MEAN_REVERSION,MFI_MEAN_REVERSION","mean-reversion,filter","M15,M5","wild_diversity,plausible_novel"
first,MINUS_DI_MEAN_REVERSION,context,mean-reversion,Trend,172,38,3,73.5147,61.9663,"TOBY_CRABEL_NARROW_RANGE,ROOFING_FILTER_CONFIRM,KALMAN_VELOCITY_CONFIRM,KEY_REVERSAL_SIGNAL,STOCH_TREND,PRICE_RECLAIM_MA,KST_CROSSOVER,WEIS_WAVE_FORCE_TREND","confirm,trend,breakout,mean-reversion,filter","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,RSI_MEAN_REVERSION,setup,mean-reversion,Momentum,166,22,4,73.3825,62.7847,"KST_CROSSOVER,WICK_REJECTION,WAVETREND_CROSSOVER,KEY_REVERSAL_SIGNAL,EHLERS_FISHER_TRANSITION,STOCHRSI_TREND,BOLLINGER_KELTNER_SQUEEZE_FILTER,EHLERS_FISHER_STATE_FILTER","confirm,trend,filter,mean-reversion,unknown","M15,M5",proven_neighbor
first,STOCH_MEAN_REVERSION,setup,mean-reversion,Momentum,172,17,6,73.3098,62.8307,"VQI_DIRECTIONAL_QUALITY,TOBY_CRABEL_NARROW_RANGE,MARKET_MODE_TRANSITION,AROON_TREND,SPEARMAN_RANK_CORRELATION,WAVETREND_CROSSOVER,STOCHRSI_TREND,KST_CROSSOVER","confirm,trend,filter,unknown","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,MOM_MEAN_REVERSION,setup,mean-reversion,Momentum,172,25,4,73.247,60.4357,"PMO_CROSSOVER,KST_CROSSOVER,BUFFERED_RANGE_BREAKOUT_SIGNAL,MFI_TREND,WEIS_WAVE_FORCE_TREND,NVO_VOLUME_IMPULSE,MINUS_DI_TREND,GARCH_VOLATILITY_REGIME","confirm,trend,breakout,filter,unknown","M5,M15","plausible_novel,wild_diversity,proven_neighbor"
first,ROOFING_FILTER_CONFIRM,setup,confirm,Momentum,172,20,2,73.1249,61.1854,"BBANDS_POSITION_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,CCI_MEAN_REVERSION,ULTOSC_MEAN_REVERSION,MACD_CROSSOVER,WEIS_WAVE_FORCE_MEAN_REVERSION,WILLR_MEAN_REVERSION,KELTNER_CHANNEL_MEAN_REVERSION","mean-reversion,unknown,filter","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,WEIS_WAVE_FORCE_MEAN_REVERSION,context,mean-reversion,Volume,172,13,2,73.0248,61.6521,"TOBY_CRABEL_NARROW_RANGE,AROON_TREND,MINUS_DI_TREND,WAVETREND_CROSSOVER,KALMAN_VELOCITY_CONFIRM,ROOFING_FILTER_CONFIRM,STOCHRSI_TREND,MFI_TREND","confirm,trend,mean-reversion,breakout","M5,M15","plausible_novel,wild_diversity,proven_neighbor"
first,KELTNER_CHANNEL_MEAN_REVERSION,setup,mean-reversion,Channels,172,27,2,72.6748,61.4941,"KEY_REVERSAL_SIGNAL,SPEARMAN_RANK_CORRELATION,MA_DISTANCE_TREND,KST_CROSSOVER,SAR_TREND,WAVETREND_CROSSOVER,MA_SLOPE_TREND,PMO_CROSSOVER","confirm,trend,filter","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,KEY_REVERSAL_SIGNAL,trigger,confirm,Signals,172,14,4,72.6748,62.5317,"KELTNER_CHANNEL_MEAN_REVERSION,MA_SLOPE_MEAN_REVERSION,RSI_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,CCI_MEAN_REVERSION,PLUS_DI_TREND,MFI_MEAN_REVERSION,CMO_MEAN_REVERSION","mean-reversion,trend,unknown","M15,M5","wild_diversity,proven_neighbor,under_tested_role_correct"
first,DONCHIAN_CHANNEL_BREAKOUT,setup,breakout,Channels,172,9,1,72.6002,59.5126,"MACD_HISTOGRAM_PIPS_MEAN_REVERSION,ROLLING_VOLUME_PROFILE_CONTEXT,OBV_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION,SAR_MEAN_REVERSION,MFI_MEAN_REVERSION","mean-reversion,filter","M15,M5","wild_diversity,plausible_novel"
first,MA_CROSSOVER,trigger,,Signals,172,18,2,72.5921,60.868,"ROOFING_FILTER_MEAN_REVERSION,TOBY_CRABEL_NARROW_RANGE,MFI_TREND,EHLERS_FISHER_TRANSITION,MACD_HISTOGRAM_PIPS_TREND,KST_CROSSOVER,CHAIKIN_AD_TREND,MA_SLOPE_MEAN_REVERSION","confirm,mean-reversion,trend,breakout","M5,M15","wild_diversity,under_tested_role_correct,proven_neighbor"
first,ROOFING_FILTER_MEAN_REVERSION,setup,mean-reversion,Momentum,172,7,2,72.5921,61.9854,"MA_CROSSOVER,MARKET_MODE_TRANSITION,BOLLINGER_KELTNER_SQUEEZE_RELEASE,GARCH_VOLATILITY_REGIME,TRENDFLEX_CONFIRM,AROON_TREND","confirm,unknown,breakout,filter,trend","M15,M5","plausible_novel,wild_diversity"
first,STOCHRSI_CROSSBACK,trigger,mean-reversion,Signals,172,8,1,72.1982,59.5405,"BBANDS_POSITION_MEAN_REVERSION,STOCH_TREND,WEIS_WAVE_FORCE_TREND,PLUS_DI_TREND,RSI_MEAN_REVERSION,GARCH_VOLATILITY_REGIME,STOCHF_MEAN_REVERSION","trend,mean-reversion,filter","M15,M5","wild_diversity,proven_neighbor"
first,PLUS_DI_TREND,context,trend,Trend,172,15,2,72.1137,60.5069,"MINUS_DI_TREND,OBV_MEAN_REVERSION,MFI_MEAN_REVERSION,STOCHF_MEAN_REVERSION,WICK_REJECTION,BOLLINGER_KELTNER_SQUEEZE_FILTER,STOCHRSI_MEAN_REVERSION,BUFFERED_RANGE_BREAKOUT_SIGNAL","mean-reversion,trend,filter,confirm,breakout","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,STOCHF_MEAN_REVERSION,setup,mean-reversion,Momentum,172,15,3,72.0333,60.7686,"WAVETREND_CROSSOVER,PMO_CROSSOVER,MARKET_MODE_TRANSITION,EHLERS_FISHER_TRANSITION,PLUS_DI_TREND,NVO_VOLUME_IMPULSE,STOCH_CROSSOVER,MA_SLOPE_MEAN_REVERSION","confirm,trend,mean-reversion,unknown,filter","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,BUFFERED_RANGE_BREAKOUT_SIGNAL,trigger,breakout,Signals,172,18,2,71.9583,60.4303,"MOM_MEAN_REVERSION,MARKET_MODE_TRANSITION,MINUS_DI_TREND,MINUS_DI_MEAN_REVERSION,CMO_MEAN_REVERSION,RSI_TREND,MA_SLOPE_TREND,MFI_TREND","mean-reversion,trend,confirm","M15,M5","wild_diversity,proven_neighbor"
first,AROON_MEAN_REVERSION,context,mean-reversion,Momentum,172,21,3,71.8923,60.431,"CANDLE_DIRECTION_INDEX,THRUST_BAR_SIGNAL,WAVETREND_CROSSOVER,KALMAN_VELOCITY_CONFIRM,WILLR_TREND,NVO_VOLUME_IMPULSE,TRENDFLEX_CONFIRM,BUFFERED_RANGE_BREAKOUT_SIGNAL","confirm,trend,breakout,filter,unknown","M5,M15","plausible_novel,proven_neighbor,wild_diversity"
first,MFI_TREND,setup,trend,Volume,172,20,2,71.8478,61.7213,"OBV_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION,BBANDS_POSITION_MEAN_REVERSION,MA_CROSSOVER,MOM_MEAN_REVERSION,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,MA_DISTANCE_MEAN_REVERSION,STOCH_MEAN_REVERSION","mean-reversion,unknown,confirm,breakout","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,SPEARMAN_RANK_CORRELATION,setup,confirm,Statistics,172,7,2,71.5715,64.1526,"KELTNER_CHANNEL_MEAN_REVERSION,STOCH_MEAN_REVERSION,MFI_MEAN_REVERSION,MA_DISTANCE_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION,THRUST_BAR_SIGNAL","mean-reversion,confirm","M15,M5","plausible_novel,wild_diversity"
first,AROON_TREND,context,trend,Momentum,172,7,2,71.5341,65.1432,"STOCH_MEAN_REVERSION,MA_SLOPE_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,RSI_CROSSBACK,WAVETREND_CROSSOVER,MFI_MEAN_REVERSION,GARCH_VOLATILITY_REGIME","mean-reversion,confirm,filter","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
first,CCI_MEAN_REVERSION,setup,mean-reversion,Momentum,172,18,2,71.3474,62.8316,"EHLERS_FISHER_TRANSITION,SAR_TREND,ROOFING_FILTER_CONFIRM,MARKET_MODE_TRANSITION,CANDLE_DIRECTION_INDEX,EHLERS_FISHER_STATE_FILTER,KEY_REVERSAL_SIGNAL,WEIS_WAVE_FORCE_TREND","confirm,trend,filter,mean-reversion","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
